filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
0119082704.fff,7349825056.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-25 14:31:00, jpeg DateTimeOriginal=2016-11-25 14:31:00 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5129551951.fff,8923111808.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-25 14:31:24, jpeg DateTimeOriginal=2016-11-25 14:31:24 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4581777837.fff,1608050300.jpg,Hasselblad X1D-50c,unknown,12800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-27 18:06:11, jpeg DateTimeOriginal=2016-11-27 18:06:11 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6193504365.fff,7476125762.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 09:19:09, jpeg DateTimeOriginal=2016-11-28 09:19:09 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1942089064.fff,5990475799.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 09:28:35, jpeg DateTimeOriginal=2016-11-28 09:28:35 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
2196419275.fff,9179319185.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 09:45:40, jpeg DateTimeOriginal=2016-11-28 09:45:40 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1934076773.fff,3481440475.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 10:30:42, jpeg DateTimeOriginal=2016-11-28 10:30:42 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5151698970.fff,4125817692.jpg,Hasselblad X1D-50c,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 10:41:54, jpeg DateTimeOriginal=2016-11-28 10:41:54 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3667042327.fff,1505703022.jpg,Hasselblad X1D-50c,unknown,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-28 10:52:35, jpeg DateTimeOriginal=2016-11-28 10:52:35 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4640898172.fff,8776749961.jpg,Hasselblad X1D-50c,unknown,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2016-11-29 23:20:11, jpeg DateTimeOriginal=2016-11-29 23:20:11 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6507810936.3fr,4870420459.jpg,Hasselblad X1D,unknown,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2017-03-30 03:27:14, jpeg DateTimeOriginal=2017-03-30 03:27:14 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6762931572.fff,6451840403.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 13:58:47, jpeg DateTimeOriginal=2019-12-09 13:58:47 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6661213999.fff,1533825576.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 14:09:56, jpeg DateTimeOriginal=2019-12-09 14:09:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5983653715.fff,7667647774.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 14:11:00, jpeg DateTimeOriginal=2019-12-09 14:11:00 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1372685658.fff,6312592441.jpg,Hasselblad X1D II 50C,XCD 135,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 14:11:55, jpeg DateTimeOriginal=2019-12-09 14:11:55 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3528755502.fff,0387891658.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 14:43:54, jpeg DateTimeOriginal=2019-12-09 14:43:54 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7278483295.fff,3402246473.jpg,Hasselblad X1D II 50C,XCD 135,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2019-12-09 15:26:20, jpeg DateTimeOriginal=2019-12-09 15:26:20 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1613830905.3fr,1347342568.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-04 19:19:18, jpeg DateTimeOriginal=2022-08-04 19:19:18 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9794577564.3fr,0900019486.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-04 19:23:01, jpeg DateTimeOriginal=2022-08-04 19:23:01 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0461605618.3fr,9497226307.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-04 19:26:44, jpeg DateTimeOriginal=2022-08-04 19:26:44 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
2007454227.3fr,9480254105.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-04 19:49:16, jpeg DateTimeOriginal=2022-08-04 19:49:16 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4772995033.3fr,3143180309.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-04 20:34:26, jpeg DateTimeOriginal=2022-08-04 20:34:26 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8687410810.3fr,1536085912.jpg,X2D 100C,XCD 38V,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-06 14:24:21, jpeg DateTimeOriginal=2022-08-06 14:24:21 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9742542576.3fr,8199693081.jpg,X2D 100C,XCD 38V,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-06 14:36:09, jpeg DateTimeOriginal=2022-08-06 14:36:09 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5095423645.3fr,2715756058.jpg,X2D 100C,XCD 38V,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-17 17:52:05, jpeg DateTimeOriginal=2022-08-17 17:52:05 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8925806215.3fr,2701695764.jpg,X2D 100C,XCD 55V,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-17 20:51:56, jpeg DateTimeOriginal=2022-08-17 20:51:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4386998851.3fr,2516452469.jpg,X2D 100C,XCD 55V,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-17 21:31:07, jpeg DateTimeOriginal=2022-08-17 21:31:07 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5805005626.3fr,3628807872.jpg,X2D 100C,XCD 55V,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-08-19 03:41:47, jpeg DateTimeOriginal=2022-08-19 03:41:47 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0149725587.3fr,0898962364.jpg,X2D 100C,XCD 38V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-19 21:55:21, jpeg DateTimeOriginal=2022-09-19 21:55:21, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8204307982.3fr,6646042785.jpg,X2D 100C,XCD 30,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 01:32:34, jpeg DateTimeOriginal=2022-09-20 01:32:34 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3832345792.3fr,3454726730.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 01:35:59, jpeg DateTimeOriginal=2022-09-20 01:35:59 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5537240075.3fr,0012477635.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 01:37:37, jpeg DateTimeOriginal=2022-09-20 01:37:37 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0587181218.3fr,0253621487.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:04:35, jpeg DateTimeOriginal=2022-09-20 03:04:35 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7971015535.3fr,2538000907.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:13:27, jpeg DateTimeOriginal=2022-09-20 03:13:27 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6311094775.3fr,0411311604.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:14:52, jpeg DateTimeOriginal=2022-09-20 03:14:52 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6787000086.3fr,2921126274.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:19:09, jpeg DateTimeOriginal=2022-09-20 03:19:09 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7826992126.3fr,1735498036.jpg,X2D 100C,XCD 55V,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:19:54, jpeg DateTimeOriginal=2022-09-20 03:19:54 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5533274085.3fr,5367364984.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:22:05, jpeg DateTimeOriginal=2022-09-20 03:22:05 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1094220000.3fr,7411457197.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:32:44, jpeg DateTimeOriginal=2022-09-20 03:32:44 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8082395282.3fr,9801229748.jpg,X2D 100C,XCD 55V,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:40:54, jpeg DateTimeOriginal=2022-09-20 03:40:54, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
